id	code	type	label	url
355	xhwiki	wikipedia	Xhosa Wikipedia	https://xh.wikipedia.org/
356	glwikisource	wikisource	Galician Wikisource	https://gl.wikisource.org/
357	kbdwiki	wikipedia	Kabardian Wikipedia	https://kbd.wikipedia.org/
358	akwiki	wikipedia	Akan Wikipedia	https://ak.wikipedia.org/
359	eewiki	wikipedia	Ewe Wikipedia	https://ee.wikipedia.org/
360	fjwiki	wikipedia	Fijian Wikipedia	https://fj.wikipedia.org/
361	idwikibooks	wikibooks	Indonesian Wikibooks	https://id.wikibooks.org/
362	ikwiki	wikipedia	Inupiat Wikipedia	https://ik.wikipedia.org/
363	koiwiki	wikipedia	Komi-Permyak Wikipedia	https://koi.wikipedia.org/
364	kvwiki	wikipedia	Komi Wikipedia	https://kv.wikipedia.org/
365	lawikiquote	wikiquote	Latin Wikiquote	https://la.wikiquote.org/
366	lbewiki	wikipedia	Lak Wikipedia	https://lbe.wikipedia.org/
367	lgwiki	wikipedia	Luganda Wikipedia	https://lg.wikipedia.org/
368	nnwikiquote	wikiquote	Norwegian (Nynorsk) Wikiquote	https://nn.wikiquote.org/
369	novwiki	wikipedia	Novial Wikipedia	https://nov.wikipedia.org/
370	pflwiki	wikipedia	Palatinate German Wikipedia	https://pfl.wikipedia.org/
371	rnwiki	wikipedia	Kirundi Wikipedia	https://rn.wikipedia.org/
372	towiki	wikipedia	Tongan Wikipedia	https://to.wikipedia.org/
373	tumwiki	wikipedia	Tumbuka Wikipedia	https://tum.wikipedia.org/
374	twwiki	wikipedia	Twi Wikipedia	https://tw.wikipedia.org/
375	urwikiquote	wikiquote	Urdu Wikiquote	https://ur.wikiquote.org/
376	wowiki	wikipedia	Wolof Wikipedia	https://wo.wikipedia.org/
377	piwiki	wikipedia	Pali Wikipedia	https://pi.wikipedia.org/
378	angwikiquote	wikiquote	Old English Wikiquote	https://ang.wikiquote.org/
379	lawikisource	wikisource	Latin Wikisource	https://la.wikisource.org/
380	tcywiki	wikipedia	Tulu Wikipedia	https://tcy.wikipedia.org/
381	uzwikiquote	wikiquote	Uzbek Wikiquote	https://uz.wikiquote.org/
382	iswikiquote	wikiquote	Icelandic Wikiquote	https://is.wikiquote.org/
383	nowikisource	wikisource	Norwegian Wikisource	https://no.wikisource.org/
384	stwiki	wikipedia	Sotho Wikipedia	https://st.wikipedia.org/
385	bewikisource	wikisource	Belarusian Wikisource	https://be.wikisource.org/
386	ukwikisource	wikisource	Ukrainian Wikisource	https://uk.wikisource.org/
387	brwikiquote	wikiquote	Breton Wikiquote	https://br.wikiquote.org/
388	csbwiki	wikipedia	Kashubian Wikipedia	https://csb.wikipedia.org/
389	mdfwiki	wikipedia	Moksha Wikipedia	https://mdf.wikipedia.org/
390	bswikisource	wikisource	Bosnian Wikisource	https://bs.wikisource.org/
391	hrwikisource	wikisource	Croatian Wikisource	https://hr.wikisource.org/
392	huwikisource	wikisource	Hungarian Wikisource	https://hu.wikisource.org/
393	ltwikisource	wikisource	Lithuanian Wikisource	https://lt.wikisource.org/
394	rowikisource	wikisource	Romanian Wikisource	https://ro.wikisource.org/
395	nlwikisource	wikisource	Dutch Wikisource	https://nl.wikisource.org/
396	tswiki	wikipedia	Tsonga Wikipedia	https://ts.wikipedia.org/
397	tyvwiki	wikipedia	Tuvinian Wikipedia	https://tyv.wikipedia.org/
398	hywikisource	wikisource	Armenian Wikisource	https://hy.wikisource.org/
399	adywiki	wikipedia	Adyghe Wikipedia	https://ady.wikipedia.org/
400	bnwikisource	wikisource	Bengali Wikisource	https://bn.wikisource.org/
401	frwikiversity	wikiversity	French Wikiversity	https://fr.wikiversity.org/
402	srwikisource	wikisource	Serbian Wikisource	https://sr.wikisource.org/
403	enwikibooks	wikibooks	English Wikibooks	https://en.wikibooks.org/
404	itwikibooks	wikibooks	Italian Wikibooks	https://it.wikibooks.org/
405	nlwikibooks	wikibooks	Dutch Wikibooks	https://nl.wikibooks.org/
406	slwikisource	wikisource	Slovene Wikisource	https://sl.wikisource.org/
407	frwikibooks	wikibooks	French Wikibooks	https://fr.wikibooks.org/
408	etwikisource	wikisource	Estonian Wikisource	https://et.wikisource.org/
409	itwikiversity	wikiversity	Italian Wikiversity	https://it.wikiversity.org/
410	pntwiki	wikipedia	Pontic Greek Wikipedia	https://pnt.wikipedia.org/
411	jawikibooks	wikibooks	Japanese Wikibooks	https://ja.wikibooks.org/
412	srwikibooks	wikibooks	Serbian Wikibooks	https://sr.wikibooks.org/
413	snwiki	wikipedia	Shona Wikipedia	https://sn.wikipedia.org/
414	zh_min_nanwikiquote	wikiquote	Min Nan Wikiquote	https://zh-min-nan.wikiquote.org/
415	sawikiquote	wikiquote	Sanskrit Wikiquote	https://sa.wikiquote.org/
416	plwikinews	wikinews	Polish Wikinews	https://pl.wikinews.org/
417	rowikinews	wikinews	Romanian Wikinews	https://ro.wikinews.org/
418	kywikiquote	wikiquote	Kirghiz Wikiquote	https://ky.wikiquote.org/
419	guwikiquote	wikiquote	Gujarati Wikiquote	https://gu.wikiquote.org/
420	guwikisource	wikisource	Gujarati Wikisource	https://gu.wikisource.org/
421	rmywiki	wikipedia	Romani Wikipedia	https://rmy.wikipedia.org/
422	sswiki	wikipedia	Swazi Wikipedia	https://ss.wikipedia.org/
423	mkwikisource	wikisource	Macedonian Wikisource	https://mk.wikisource.org/
424	specieswiki	wikispecies	Wikispecies	https://species.wikimedia.org/
425	crwiki	wikipedia	Cree Wikipedia	https://cr.wikipedia.org/
426	sgwiki	wikipedia	Sango Wikipedia	https://sg.wikipedia.org/
427	vewiki	wikipedia	Venda Wikipedia	https://ve.wikipedia.org/
428	wowikiquote	wikiquote	Wolof Wikiquote	https://wo.wikiquote.org/
429	bugwiki	wikipedia	Buginese Wikipedia	https://bug.wikipedia.org/
430	mkwikibooks	wikibooks	Macedonian Wikibooks	https://mk.wikibooks.org/
431	dewikivoyage	wikivoyage	German Wikivoyage	https://de.wikivoyage.org/
432	mowiki	wikipedia	Moldovan Wikipedia	https://mo.wikipedia.org/
433	ffwiki	wikipedia	Fula Wikipedia	https://ff.wikipedia.org/
434	enwikivoyage	wikivoyage	English Wikivoyage	https://en.wikivoyage.org/
435	tawikibooks	wikibooks	Tamil Wikibooks	https://ta.wikibooks.org/
436	brwikisource	wikisource	Breton Wikisource	https://br.wikisource.org/
437	sawikisource	wikisource	Sanskrit Wikisource	https://sa.wikisource.org/
438	mlwikisource	wikisource	Malayalam Wikisource	https://ml.wikisource.org/
439	arwikiversity	wikiversity	Arabic Wikiversity	https://ar.wikiversity.org/
440	tnwiki	wikipedia	Tswana Wikipedia	https://tn.wikipedia.org/
441	ptwikibooks	wikibooks	Portuguese Wikibooks	https://pt.wikibooks.org/
442	dzwiki	wikipedia	Dzongkha Wikipedia	https://dz.wikipedia.org/
443	arwikibooks	wikibooks	Arabic Wikibooks	https://ar.wikibooks.org/
444	iswikibooks	wikibooks	Icelandic Wikibooks	https://is.wikibooks.org/
445	suwikiquote	wikiquote	Sundanese Wikiquote	https://su.wikiquote.org/
446	iswikisource	wikisource	Icelandic Wikisource	https://is.wikisource.org/
447	hewikinews	wikinews	Hebrew Wikinews	https://he.wikinews.org/
448	sqwikibooks	wikibooks	Albanian Wikibooks	https://sq.wikibooks.org/
449	dewikibooks	wikibooks	German Wikibooks	https://de.wikibooks.org/
450	plwikibooks	wikibooks	Polish Wikibooks	https://pl.wikibooks.org/
451	lbwikiquote	wikiquote	Luxembourgish Wikiquote	https://lb.wikiquote.org/
452	svwikibooks	wikibooks	Swedish Wikibooks	https://sv.wikibooks.org/
453	vecwikisource	wikisource	Venetian Wikisource	https://vec.wikisource.org/
454	yiwikisource	wikisource	Yiddish Wikisource	https://yi.wikisource.org/
455	tewikisource	wikisource	Telugu Wikisource	https://te.wikisource.org/
456	tawikisource	wikisource	Tamil Wikisource	https://ta.wikisource.org/
457	metawiki	meta	Wikimedia Meta-Wiki	https://meta.wikimedia.org/
458	thwikisource	wikisource	Thai Wikisource	https://th.wikisource.org/
459	dewikiversity	wikiversity	German Wikiversity	https://de.wikiversity.org/ http://de.wikiversity.org/
460	azwikibooks	wikibooks	Azerbaijani Wikibooks	https://az.wikibooks.org/
461	fiwikivoyage	wikivoyage	Finnish Wikivoyage	https://fi.wikivoyage.org/
462	nowikibooks	wikibooks	Norwegian (Bokmål) Wikibooks	https://no.wikibooks.org/
463	mrwikisource	wikisource	Marathi Wikisource	https://mr.wikisource.org/
464	fawikivoyage	wikivoyage	Persian Wikivoyage	https://fa.wikivoyage.org/
465	liwikisource	wikisource	Limburgish Wikisource	https://li.wikisource.org/
466	fiwikibooks	wikibooks	Finnish Wikibooks	https://fi.wikibooks.org/
467	dawikibooks	wikibooks	Danish Wikibooks	https://da.wikibooks.org/
468	mediawikiwiki	mediawiki	MediaWiki.org	https://www.mediawiki.org/
469	jawikinews	wikinews	Japanese Wikinews	https://ja.wikinews.org/
470	skwikisource	wikisource	Slovak Wikisource	https://sk.wikisource.org/
471	huwikibooks	wikibooks	Hungarian Wikibooks	https://hu.wikibooks.org/
472	slwikiversity	wikiversity	Slovene Wikiversity	https://sl.wikiversity.org/
473	orwikisource	wikisource	Odia Wikisource	https://or.wikisource.org/
474	ukwikibooks	wikibooks	Ukrainian Wikibooks	https://uk.wikibooks.org/
475	aswikisource	wikisource	Assamese Wikisource	https://as.wikisource.org/
476	cywikisource	wikisource	Welsh Wikisource	https://cy.wikisource.org/
477	viwikivoyage	wikivoyage	Vietnamese Wikivoyage	https://vi.wikivoyage.org/
478	bswikinews	wikinews	Bosnian Wikinews	https://bs.wikinews.org/
512	tawikinews	wikinews	Tamil Wikinews	https://ta.wikinews.org/
513	bewikibooks	wikibooks	Belarusian Wikibooks	https://be.wikibooks.org/
514	wikidatawiki	wikidata	Wikidata	https://www.wikidata.org/
516	tgwikibooks	wikibooks	Tajik Wikibooks	https://tg.wikibooks.org/
517	dtywiki	wikipedia	Doteli Wikipedia	https://dty.wikipedia.org/
518	enwikiversity	wikiversity	English Wikiversity	https://en.wikiversity.org/
519	zhwikivoyage	wikivoyage	Chinese Wikivoyage	https://zh.wikivoyage.org/
520	kbpwiki	wikipedia	Kabiye Wikipedia	https://kbp.wikipedia.org/
521	atjwiki	wikipedia	Atikamekw Wikipedia	https://atj.wikipedia.org/
523	nlwikinews	wikinews	Dutch Wikinews	https://nl.wikinews.org/
524	dinwiki	wikipedia	Dinka Wikipedia	https://din.wikipedia.org/
525	elwikibooks	wikibooks	Greek Wikibooks	https://el.wikibooks.org/
526	enwiktionary	wiktionary	English Wiktionary	https://en.wiktionary.org/
527	hewiktionary	wiktionary	Hebrew Wiktionary	https://he.wiktionary.org/
528	tawiktionary	wiktionary	Tamil Wiktionary	https://ta.wiktionary.org/
529	guwiktionary	wiktionary	Gujarati Wiktionary	https://gu.wiktionary.org/
531	euwikibooks	wikibooks	Basque Wikibooks	https://eu.wikibooks.org/
532	urwikibooks	wikibooks	Urdu Wikibooks	https://ur.wikibooks.org/
534	hrwiktionary	wiktionary	Croatian Wiktionary	https://hr.wiktionary.org/
535	eswikibooks	wikibooks	Spanish Wikibooks	https://es.wikibooks.org/
536	ruwikibooks	wikibooks	Russian Wikibooks	https://ru.wikibooks.org/
538	itwikivoyage	wikivoyage	Italian Wikivoyage	https://it.wikivoyage.org/
539	wawiktionary	wiktionary	Walloon Wiktionary	https://wa.wiktionary.org/
540	hewikibooks	wikibooks	Hebrew Wikibooks	https://he.wikibooks.org/
541	kkwikibooks	wikibooks	Kazakh Wikibooks	https://kk.wikibooks.org/
542	pswiktionary	wiktionary	Pashto Wiktionary	https://ps.wiktionary.org/
544	gorwiki	wikipedia	Gorontalo Wikipedia	https://gor.wikipedia.org/
545	lfnwiki	wikipedia	Lingua Franca Nova Wikipedia	https://lfn.wikipedia.org/
546	inhwiki	wikipedia	Ingush Wikipedia	https://inh.wikipedia.org/
547	euwikisource	wikisource	Basque Wikisource	https://eu.wikisource.org/
548	knwikisource	wikisource	Kannada Wikisource	https://kn.wikisource.org/
551	pmswikisource	wikisource	Piedmontese Wikisource	https://pms.wikisource.org/
552	howiki	wikipedia	Hiri Motu Wikipedia	https://ho.wikipedia.org/
554	satwiki	wikipedia	Santali Wikipedia	https://sat.wikipedia.org/
555	elwikivoyage	wikivoyage	Greek Wikivoyage	https://el.wikivoyage.org/
556	mswikibooks	wikibooks	Malay Wikibooks	https://ms.wikibooks.org/
557	sahwikiquote	wikiquote	Sakha Wikiquote	https://sah.wikiquote.org/
558	zhwikibooks	wikibooks	Chinese Wikibooks	https://zh.wikibooks.org/
562	shnwiki	wikipedia	Shan Wikipedia	https://shn.wikipedia.org/
563	kowikiversity	wikiversity	Korean Wikiversity	https://ko.wikiversity.org/
564	dewiktionary	wiktionary	German Wiktionary	https://de.wiktionary.org/
565	hywwiki	wikipedia	Western Armenian Wikipedia	https://hyw.wikipedia.org/
566	cswikibooks	wikibooks	Czech Wikibooks	https://cs.wikibooks.org/
567	zhwikiversity	wikiversity	Chinese Wikiversity	https://zh.wikiversity.org/
568	sourceswiki	wikisource	Multilingual Wikisource	https://mul.wikisource.org
569	pawikisource	wikisource	Punjabi Wikisource	https://pa.wikisource.org/
570	fawiktionary	wiktionary	Persian Wiktionary	https://fa.wiktionary.org/
571	slwikibooks	wikibooks	Slovenian Wikibooks	https://sl.wikibooks.org/
572	thwikibooks	wikibooks	Thai Wikibooks	https://th.wikibooks.org/
573	tlwikibooks	wikibooks	Tagalog Wikibooks	https://tl.wikibooks.org/
574	napwikisource	wikisource	Neapolitan Wikisource	https://nap.wikisource.org/
575	bgwikinews	wikinews	Bulgarian Wikinews	https://bg.wikinews.org/
576	nqowiki	wikipedia	N'Ko Wikipedia	https://nqo.wikipedia.org/
577	banwiki	wikipedia	Balinese Wikipedia	https://ban.wikipedia.org/
578	hiwikisource	wikisource	Hindi Wikisource	https://hi.wikisource.org/
580	gcrwiki	wikipedia	Guianan Creole Wikipedia	https://gcr.wikipedia.org/
581	mnwwiki	wikipedia	Mon Wikipedia	https://mnw.wikipedia.org/
582	szywiki	wikipedia	Sakizaya Wikipedia	https://szy.wikipedia.org/
583	incubatorwiki		Wikimedia Incubator	https://incubator.wikimedia.org/
584	wikimaniawiki		Wikimania	https://wikimania.wikimedia.org/ https://w.wiki/TH
585	ptwikiversity	wikiversity	Portuguese Wikiversity	https://pt.wikiversity.org/
586	plwiktionary	wiktionary	Polish Wiktionary	https://pl.wiktionary.org/
587	ruwiktionary	wiktionary	Russian Wiktionary	https://ru.wiktionary.org/
588	frwiktionary	wiktionary	French Wiktionary	https://fr.wiktionary.org/
589	ttwikibooks	wikibooks	Tatar Wikibooks	https://tt.wikibooks.org/
590	awawiki	wikipedia	Awadhi Wikipedia	https://awa.wikipedia.org/
591	bawikibooks	wikibooks	Bashkir Wikibooks	https://ba.wikibooks.org/
592	arywiki	wikipedia	Moroccan Arabic Wikipedia	https://ary.wikipedia.org
593	avkwiki	wikipedia	Kotava Wikipedia	https://avk.wikipedia.org
594	lijwikisource	wikisource	Ligurian Wikisource	https://lij.wikisource.org
596	lldwiki	wikipedia	Ladin Wikipedia	https://lld.wikipedia.org
